"currencyCode";"tierMinimumUnits";"retailPrice";"unitPrice";"armRegionName";"location";"effectiveStartDate";"meterId";"meterName";"productId";"skuId";"productName";"skuName";"serviceName";"serviceId";"serviceFamily";"unitOfMeasure";"type";"isPrimaryMeterRegion";"armSkuName";"retrievalDate"
"EUR";"0";"0.2495";"0.2495";"japaneast";"JA East";"11/1/2021 12:00:00 AM";"0030749b-cc79-50c1-9870-250050e9a8a4";"E20as v5 Low Priority";"DZH318Z093XK";"DZH318Z093XK/0126";"Virtual Machines Easv5 Series Windows";"E20as v5 Low Priority";"Virtual Machines";"DZH313Z7MMC8";"Compute";"1 Hour";"DevTestConsumption";"True";"Standard_E20as_v5";"12/18/2023 8:27:51 PM"
"EUR";"0";"0";"0";"japanwest";"JA West";"2/1/2021 12:00:00 AM";"9f8c0d14-9722-57a7-92b5-adfe761ea1e8";"Performance at Scale Standard Solver";"DZH318Z08DP0";"DZH318Z08DP0/0010";"Azure Quantum";"Performance at Scale";"Quantum Computing";"DZH31657BV0L";"Quantum Computing";"1 Hour";"Consumption";"False";"";"12/18/2023 8:27:51 PM"
"EUR";"1";"81.9597";"81.9597";"japanwest";"JA West";"2/1/2021 12:00:00 AM";"9f8c0d14-9722-57a7-92b5-adfe761ea1e8";"Performance at Scale Standard Solver";"DZH318Z08DP0";"DZH318Z08DP0/0010";"Azure Quantum";"Performance at Scale";"Quantum Computing";"DZH31657BV0L";"Quantum Computing";"1 Hour";"Consumption";"False";"";"12/18/2023 8:27:51 PM"
"EUR";"100";"72.8531";"72.8531";"japanwest";"JA West";"2/1/2021 12:00:00 AM";"9f8c0d14-9722-57a7-92b5-adfe761ea1e8";"Performance at Scale Standard Solver";"DZH318Z08DP0";"DZH318Z08DP0/0010";"Azure Quantum";"Performance at Scale";"Quantum Computing";"DZH31657BV0L";"Quantum Computing";"1 Hour";"Consumption";"False";"";"12/18/2023 8:27:51 PM"
"EUR";"1000";"45.5332";"45.5332";"japanwest";"JA West";"2/1/2021 12:00:00 AM";"9f8c0d14-9722-57a7-92b5-adfe761ea1e8";"Performance at Scale Standard Solver";"DZH318Z08DP0";"DZH318Z08DP0/0010";"Azure Quantum";"Performance at Scale";"Quantum Computing";"DZH31657BV0L";"Quantum Computing";"1 Hour";"Consumption";"False";"";"12/18/2023 8:27:51 PM"
"EUR";"500";"63.7465";"63.7465";"japanwest";"JA West";"2/1/2021 12:00:00 AM";"9f8c0d14-9722-57a7-92b5-adfe761ea1e8";"Performance at Scale Standard Solver";"DZH318Z08DP0";"DZH318Z08DP0/0010";"Azure Quantum";"Performance at Scale";"Quantum Computing";"DZH31657BV0L";"Quantum Computing";"1 Hour";"Consumption";"False";"";"12/18/2023 8:27:51 PM"
"EUR";"0";"0.448";"0.448";"uksouth";"UK South";"11/1/2023 12:00:00 AM";"0030a0ea-204b-50c8-b6c3-91d15d6c2f93";"EC4adscc v5";"DZH318Z0BDCG";"DZH318Z0BDCG/0044";"Virtual Machines ECadsccv5 Series Windows";"Standard_EC4ads_cc_v5";"Virtual Machines";"DZH313Z7MMC8";"Compute";"1 Hour";"Consumption";"True";"Standard_EC4ads_cc_v5";"12/18/2023 8:27:51 PM"
"EUR";"0";"0.2805";"0.2805";"uksouth";"UK South";"11/1/2023 12:00:00 AM";"0030a0ea-204b-50c8-b6c3-91d15d6c2f93";"EC4adscc v5";"DZH318Z0BDCG";"DZH318Z0BDCG/0044";"Virtual Machines ECadsccv5 Series Windows";"Standard_EC4ads_cc_v5";"Virtual Machines";"DZH313Z7MMC8";"Compute";"1 Hour";"DevTestConsumption";"True";"Standard_EC4ads_cc_v5";"12/18/2023 8:27:51 PM"
"EUR";"0";"0.0371";"0.0371";"koreasouth";"KR South";"10/1/2023 12:00:00 AM";"00316068-55bc-5140-9196-41e0e8fb0774";"D4 v5 Spot";"DZH318Z08M9V";"DZH318Z08M9V/00X3";"Virtual Machines Dv5 Series Windows";"Standard_D4_v5 Spot";"Virtual Machines";"DZH313Z7MMC8";"Compute";"1 Hour";"Consumption";"True";"Standard_D4_v5";"12/18/2023 8:27:51 PM"
"EUR";"0";"0.0202";"0.0202";"koreasouth";"KR South";"4/1/2023 12:00:00 AM";"00316068-55bc-5140-9196-41e0e8fb0774";"D4 v5 Spot";"DZH318Z08M9V";"DZH318Z08M9V/00X3";"Virtual Machines Dv5 Series Windows";"Standard_D4_v5 Spot";"Virtual Machines";"DZH313Z7MMC8";"Compute";"1 Hour";"DevTestConsumption";"True";"Standard_D4_v5";"12/18/2023 8:27:51 PM"
"EUR";"0";"0.194";"0.194";"swedencentral";"SE Central";"8/1/2022 12:00:00 AM";"00319dc6-5a02-5019-b3c1-11000f66b1ed";"E2as v5";"DZH318Z093XK";"DZH318Z093XK/0464";"Virtual Machines Easv5 Series Windows";"E2as v5";"Virtual Machines";"DZH313Z7MMC8";"Compute";"1 Hour";"Consumption";"True";"Standard_E2as_v5";"12/18/2023 8:27:51 PM"
"EUR";"0";"0.1102";"0.1102";"swedencentral";"SE Central";"8/1/2022 12:00:00 AM";"00319dc6-5a02-5019-b3c1-11000f66b1ed";"E2as v5";"DZH318Z093XK";"DZH318Z093XK/0464";"Virtual Machines Easv5 Series Windows";"E2as v5";"Virtual Machines";"DZH313Z7MMC8";"Compute";"1 Hour";"DevTestConsumption";"True";"Standard_E2as_v5";"12/18/2023 8:27:51 PM"
